3552723289.858	-0.002	0.008	0.001	1.398	0.002
3552723290.858	-0.002	0.008	0.001	1.398	0.002
3552723291.859	-0.002	0.008	0.002	1.399	0.002
3552723292.860	-0.002	0.008	0.002	1.398	0.003
3552723293.858	-0.002	0.008	0.002	1.399	0.003
3552723294.859	-0.002	0.009	0.002	1.399	0.002
3552723295.857	-0.002	0.008	0.002	1.400	0.002
3552723296.858	-0.003	0.009	0.001	1.401	0.002
3552723297.857	-0.003	0.009	0.001	1.401	0.002
3552723298.857	-0.002	0.009	0.465	1.402	0.652
3552723299.859	-0.002	0.009	14.504	1.480	21.461
3552723300.859	-0.002	0.008	15.873	1.538	24.417
3552723301.858	-0.002	0.007	15.874	1.537	24.391
3552723302.859	-0.002	0.008	15.873	1.533	24.331
3552723303.858	-0.002	0.008	15.874	1.535	24.370
3552723304.859	-0.002	0.008	15.873	1.535	24.361
3552723305.859	-0.002	0.008	15.873	1.535	24.372
3552723306.858	-0.002	0.007	15.881	1.568	24.899
3552723307.858	-0.002	0.008	15.874	1.534	24.351
3552723308.859	-0.002	0.008	15.876	1.543	24.492
3552723309.858	-0.002	0.008	15.883	1.576	25.035
3552723310.857	-0.003	0.008	15.883	1.575	25.017
3552723311.857	-0.002	0.009	15.881	1.570	24.939
3552723312.859	-0.002	0.008	15.874	1.531	24.299
3552723313.857	-0.002	0.008	15.875	1.534	24.353
3552723314.857	-0.003	0.008	15.875	1.533	24.330
3552723315.857	-0.003	0.009	15.874	1.533	24.334
3552723316.858	-0.003	0.010	15.881	1.571	24.951
3552723317.858	-0.003	0.010	15.878	1.558	24.734
3552723318.858	-0.003	0.010	15.883	1.580	25.091
3552723319.859	-0.003	0.010	15.883	1.579	25.084
3552723320.859	-0.003	0.010	15.883	1.580	25.100
3552723321.859	-0.002	0.009	15.883	1.580	25.093
3552723322.859	-0.002	0.010	15.883	1.581	25.115
3552723323.859	-0.002	0.009	15.882	1.583	25.144
3552723324.857	-0.002	0.010	15.882	1.584	25.161
3552723325.857	-0.003	0.009	15.883	1.584	25.154
3552723326.857	-0.002	0.009	15.883	1.581	25.118
3552723327.857	-0.002	0.009	15.883	1.581	25.111
3552723328.858	-0.002	0.009	15.883	1.581	25.114
3552723329.857	-0.003	0.009	15.882	1.582	25.123
3552723330.858	-0.003	0.009	15.883	1.583	25.147
3552723331.858	-0.002	0.009	15.883	1.584	25.165
3552723332.859	-0.002	0.009	15.883	1.583	25.144
3552723333.857	-0.002	0.009	15.883	1.582	25.128
3552723334.859	-0.003	0.009	15.883	1.584	25.155
3552723335.858	-0.002	0.009	15.882	1.586	25.184
3552723336.859	-0.003	0.009	15.883	1.586	25.184
3552723337.858	-0.002	0.009	15.883	1.586	25.190
3552723338.858	-0.002	0.009	15.883	1.584	25.161
3552723339.858	-0.003	0.009	15.883	1.584	25.152
3552723340.858	-0.002	0.009	15.883	1.583	25.148
3552723341.857	-0.002	0.009	15.883	1.583	25.147
3552723342.857	-0.002	0.009	15.883	1.584	25.166
3552723343.857	-0.002	0.009	15.883	1.584	25.156
3552723344.857	-0.002	0.009	15.883	1.583	25.135
3552723345.858	-0.002	0.008	15.883	1.583	25.139
3552723346.857	-0.002	0.008	15.883	1.582	25.119
3552723347.857	-0.002	0.009	15.883	1.581	25.111
3552723348.858	-0.002	0.008	15.882	1.581	25.116
3552723349.857	-0.002	0.008	15.883	1.582	25.130
3552723350.857	-0.002	0.008	15.883	1.583	25.146
3552723351.858	-0.002	0.008	15.883	1.582	25.124
3552723352.859	-0.002	0.008	15.883	1.581	25.109
3552723353.858	-0.002	0.008	15.883	1.580	25.094
3552723354.857	-0.002	0.008	15.883	1.581	25.105
3552723355.857	-0.002	0.009	15.883	1.584	25.159
3552723356.857	-0.002	0.009	15.883	1.582	25.133
3552723357.857	-0.002	0.008	15.883	1.581	25.108
3552723358.858	-0.002	0.009	15.883	1.580	25.096
3552723359.857	-0.002	0.008	15.883	1.581	25.106
3552723360.858	-0.002	0.008	15.882	1.582	25.119
3552723361.857	-0.002	0.009	15.882	1.584	25.154
3552723362.857	-0.002	0.009	15.883	1.584	25.161
3552723363.857	-0.002	0.008	15.883	1.584	25.155
3552723364.857	-0.002	0.009	15.883	1.583	25.138
3552723365.857	-0.002	0.008	15.882	1.584	25.156
